Date,Date (Days),Date (Years),Date Part (Years),Episode Title,Full Title,Movies or Series,Season,Title,Title + Season,Type,Type (group),avg titles per year,Documentary,Hours/Day,Length,Movie,Number of Records,Series
3/12/2019,"March 12, 2019",2019,2019,The Sound of Thunder,Star Trek: Discovery: Season 2: The Sound of Thunder,True,Season 2,Star Trek: Discovery,Star Trek: DiscoverySeason 2,Series,Series,1,,0.916666667,55,,1,1
3/12/2019,"March 12, 2019",2019,2019,Saints of Imperfection,Star Trek: Discovery: Season 2: Saints of Imperfection,True,Season 2,Star Trek: Discovery,Star Trek: DiscoverySeason 2,Series,Series,1,,0.916666667,55,,1,1
3/13/2019,"March 13, 2019",2019,2019,Sic Mundus Creatus Est,Dark: Season 1: Sic Mundus Creatus Est,True,Season 1,Dark,DarkSeason 1,Series,Series,1,,0.85,51,,1,1
3/13/2019,"March 13, 2019",2019,2019,Truths,Dark: Season 1: Truths,True,Season 1,Dark,DarkSeason 1,Series,Series,1,,0.75,45,,1,1
3/13/2019,"March 13, 2019",2019,2019,Double Lives,Dark: Season 1: Double Lives,True,Season 1,Dark,DarkSeason 1,Series,Series,1,,0.783333333,47,,1,1
3/13/2019,"March 13, 2019",2019,2019,Past and Present,Dark: Season 1: Past and Present,True,Season 1,Dark,DarkSeason 1,Series,Series,1,,0.75,45,,1,1
3/13/2019,"March 13, 2019",2019,2019,Secrets,Dark: Season 1: Secrets,True,Season 1,Dark,DarkSeason 1,Series,Series,1,,0.833333333,50,,1,1
3/13/2019,"March 13, 2019",2019,2019,Lies,Dark: Season 1: Lies,True,Season 1,Dark,DarkSeason 1,Series,Series,1,,0.733333333,44,,1,1
3/13/2019,"March 13, 2019",2019,2019,If Memory Serves,Star Trek: Discovery: Season 2: If Memory Serves,True,Season 2,Star Trek: Discovery,Star Trek: DiscoverySeason 2,Series,Series,1,,0.916666667,55,,1,1
3/13/2019,"March 13, 2019",2019,2019,Light and Shadows,Star Trek: Discovery: Season 2: Light and Shadows,True,Season 2,Star Trek: Discovery,Star Trek: DiscoverySeason 2,Series,Series,1,,0.916666667,55,,1,1
3/14/2019,"March 14, 2019",2019,2019,Alpha and Omega,Dark: Season 1: Alpha and Omega,True,Season 1,Dark,DarkSeason 1,Series,Series,1,,0.916666667,55,,1,1
3/14/2019,"March 14, 2019",2019,2019,Everything Is Now,Dark: Season 1: Everything Is Now,True,Season 1,Dark,DarkSeason 1,Series,Series,1,,0.933333333,56,,1,1
3/14/2019,"March 14, 2019",2019,2019,"As You Sow, so You Shall Reap","Dark: Season 1: As You Sow, so You Shall Reap",True,Season 1,Dark,DarkSeason 1,Series,Series,1,,0.833333333,50,,1,1
3/14/2019,"March 14, 2019",2019,2019,Crossroads,Dark: Season 1: Crossroads,True,Season 1,Dark,DarkSeason 1,Series,Series,1,,0.85,51,,1,1
3/14/2019,"March 14, 2019",2019,2019,Über den Wolken,Der Tatortreiniger: Season 2: Über den Wolken,True,Season 2,Der Tatortreiniger,Der TatortreinigerSeason 2,Series,Series,1,,0.433333333,26,,1,1
3/14/2019,"March 14, 2019",2019,2019,The Menagerie: Part 1,Star Trek: Season 1: The Menagerie: Part 1,True,Season 1,Star Trek,Star TrekSeason 1,Series,Series,1,,0.833333333,50,,1,1
3/14/2019,"March 14, 2019",2019,2019,The Menagerie: Part 2,Star Trek: Season 1: The Menagerie: Part 2,True,Season 1,Star Trek,Star TrekSeason 1,Series,Series,1,,0.833333333,50,,1,1
3/15/2019,"March 15, 2019",2019,2019,Bandersnatch,Black Mirror: Bandersnatch,True,Bandersnatch,Black Mirror,Black MirrorBandersnatch,Series,Series,1,,1.5,90,,1,1
3/15/2019,"March 15, 2019",2019,2019,Die Challenge,Der Tatortreiniger: Season 2: Die Challenge,True,Season 2,Der Tatortreiniger,Der TatortreinigerSeason 2,Series,Series,1,,0.416666667,25,,1,1
3/15/2019,"March 15, 2019",2019,2019,Project Daedalus,Star Trek: Discovery: Season 2: Project Daedalus,True,Season 2,Star Trek: Discovery,Star Trek: DiscoverySeason 2,Series,Series,1,,0.916666667,55,,1,1
3/16/2019,"March 16, 2019",2019,2019,LaWanda: The Book of Hope,Black Lightning: Season 1: LaWanda: The Book of Hope,True,Season 1,Black Lightning,Black LightningSeason 1,Series,Series,1,,0.716666667,43,,1,1
12/24/2022,"December 24, 2022",2022,2022,,Glass Onion: A Knives Out Mystery,False,,Glass Onion,,Movie,Movies,,,2.316666667,139,,,
12/29/2022,"December 29, 2022",2022,2022,Episode 1,Alice in Borderland: Season 2: Episode 1,True,Season 2,Alice in Borderland,Alice in BorderlandSeason 2,Series,Series,,,0.8,48,,,
12/29/2022,"December 29, 2022",2022,2022,Episode 4,Alice in Borderland: Season 2: Episode 4,True,Season 2,Alice in Borderland,Alice in BorderlandSeason 2,Series,Series,,,0.866666667,52,,,
12/29/2022,"December 29, 2022",2022,2022,Episode 2,Alice in Borderland: Season 2: Episode 2,True,Season 2,Alice in Borderland,Alice in BorderlandSeason 2,Series,Series,,,1,60,,,
12/29/2022,"December 29, 2022",2022,2022,Episode 3,Alice in Borderland: Season 2: Episode 3,True,Season 2,Alice in Borderland,Alice in BorderlandSeason 2,Series,Series,,,1.1,66,,,
12/29/2022,"December 29, 2022",2022,2022,Episode 5,Alice in Borderland: Season 2: Episode 5,True,Season 2,Alice in Borderland,Alice in BorderlandSeason 2,Series,Series,,,1.116666667,67,,,
12/30/2022,"December 30, 2022",2022,2022,Episode 6,Alice in Borderland: Season 2: Episode 6,True,Season 2,Alice in Borderland,Alice in BorderlandSeason 2,Series,Series,,,1.25,75,,,
12/17/2022,"December 17, 2022",2022,2022,Phantom Menaces,Supergirl: Season 6: Phantom Menaces,True,Season 6,Supergirl,SupergirlSeason 6,Series,Series,,,0.633333333,38,,,
12/18/2022,"December 18, 2022",2022,2022,"Welcome Back, Kara!","Supergirl: Season 6: Welcome Back, Kara!",True,Season 6,Supergirl,SupergirlSeason 6,Series,Series,,,0.666666667,40,,,
12/17/2022,"December 17, 2022",2022,2022,A Few Good Women,Supergirl: Season 6: A Few Good Women,True,Season 6,Supergirl,SupergirlSeason 6,Series,Series,,,0.683333333,41,,,
12/16/2022,"December 16, 2022",2022,2022,Rebirth,Supergirl: Season 6: Rebirth,True,Season 6,Supergirl,SupergirlSeason 6,Series,Series,,,0.7,42,,,
12/17/2022,"December 17, 2022",2022,2022,Lost Souls,Supergirl: Season 6: Lost Souls,True,Season 6,Supergirl,SupergirlSeason 6,Series,Series,,,0.7,42,,,
12/17/2022,"December 17, 2022",2022,2022,Prom Night,Supergirl: Season 6: Prom Night,True,Season 6,Supergirl,SupergirlSeason 6,Series,Series,,,0.7,42,,,
12/18/2022,"December 18, 2022",2022,2022,Fear Knot,Supergirl: Season 6: Fear Knot,True,Season 6,Supergirl,SupergirlSeason 6,Series,Series,,,0.7,42,,,
12/18/2022,"December 18, 2022",2022,2022,Prom Again!,Supergirl: Season 6: Prom Again!,True,Season 6,Supergirl,SupergirlSeason 6,Series,Series,,,0.7,42,,,
12/20/2022,"December 20, 2022",2022,2022,Dream Weaver,Supergirl: Season 6: Dream Weaver,True,Season 6,Supergirl,SupergirlSeason 6,Series,Series,,,0.7,42,,,
12/21/2022,"December 21, 2022",2022,2022,Still I Rise,Supergirl: Season 6: Still I Rise,True,Season 6,Supergirl,SupergirlSeason 6,Series,Series,,,0.7,42,,,
12/22/2022,"December 22, 2022",2022,2022,Blindspots,Supergirl: Season 6: Blindspots,True,Season 6,Supergirl,SupergirlSeason 6,Series,Series,,,0.7,42,,,
12/22/2022,"December 22, 2022",2022,2022,Mxy in the Middle,Supergirl: Season 6: Mxy in the Middle,True,Season 6,Supergirl,SupergirlSeason 6,Series,Series,,,0.7,42,,,
12/23/2022,"December 23, 2022",2022,2022,A Nightmare in National City,Supergirl: Season 6: A Nightmare in National City,True,Season 6,Supergirl,SupergirlSeason 6,Series,Series,,,0.7,42,,,
12/23/2022,"December 23, 2022",2022,2022,Hope for Tomorrow,Supergirl: Season 6: Hope for Tomorrow,True,Season 6,Supergirl,SupergirlSeason 6,Series,Series,,,0.7,42,,,
12/23/2022,"December 23, 2022",2022,2022,Magical Thinking,Supergirl: Season 6: Magical Thinking,True,Season 6,Supergirl,SupergirlSeason 6,Series,Series,,,0.7,42,,,
12/23/2022,"December 23, 2022",2022,2022,The Gauntlet,Supergirl: Season 6: The Gauntlet,True,Season 6,Supergirl,SupergirlSeason 6,Series,Series,,,0.7,42,,,
12/24/2022,"December 24, 2022",2022,2022,Believe in a Thing Called Love,Supergirl: Season 6: Believe in a Thing Called Love,True,Season 6,Supergirl,SupergirlSeason 6,Series,Series,,,0.7,42,,,
12/24/2022,"December 24, 2022",2022,2022,Truth or Consequences,Supergirl: Season 6: Truth or Consequences,True,Season 6,Supergirl,SupergirlSeason 6,Series,Series,,,0.7,42,,,
12/25/2022,"December 25, 2022",2022,2022,The Last Gauntlet,Supergirl: Season 6: The Last Gauntlet,True,Season 6,Supergirl,SupergirlSeason 6,Series,Series,,,0.7,42,,,
12/26/2022,"December 26, 2022",2022,2022,Kara,Supergirl: Season 6: Kara,True,Season 6,Supergirl,SupergirlSeason 6,Series,Series,,,0.783333333,47,,,
12/30/2022,"December 30, 2022",2022,2022,Blue Flu,Brooklyn Nine-Nine: Season 8: Blue Flu,True,Season 8,Brooklyn Nine-Nine,Brooklyn Nine-NineSeason 8,Series,Series,,,0.35,21,,,
12/30/2022,"December 30, 2022",2022,2022,The Good Ones,Brooklyn Nine-Nine: Season 8: The Good Ones,True,Season 8,Brooklyn Nine-Nine,Brooklyn Nine-NineSeason 8,Series,Series,,,0.35,21,,,
12/30/2022,"December 30, 2022",2022,2022,The Lake House,Brooklyn Nine-Nine: Season 8: The Lake House,True,Season 8,Brooklyn Nine-Nine,Brooklyn Nine-NineSeason 8,Series,Series,,,0.35,21,,,
12/31/2022,"December 31, 2022",2022,2022,Balancing,Brooklyn Nine-Nine: Season 8: Balancing,True,Season 8,Brooklyn Nine-Nine,Brooklyn Nine-NineSeason 8,Series,Series,,,0.35,21,,,
12/31/2022,"December 31, 2022",2022,2022,PB & J,Brooklyn Nine-Nine: Season 8: PB & J,True,Season 8,Brooklyn Nine-Nine,Brooklyn Nine-NineSeason 8,Series,Series,,,0.35,21,,,
4/11/2022,"April 11, 2022",2022,2022,Ricky Gervais:  Humanity,Ricky Gervais: Humanity,False,,Ricky Gervais:  Humanity,,Movie,Movies,1,,1.066666667,64,1,1,
8/20/2021,"August 20, 2021",2021,2021,The Babysitter,The Babysitter,False,,The Babysitter,,Movie,Movies,1,,1.416666667,85,1,1,
10/16/2020,"October 16, 2020",2020,2020,Vampires vs. the Bronx,Vampires vs. the Bronx,False,,Vampires vs. the Bronx,,Movie,Movies,1,,1.433333333,86,1,1,
10/16/2019,"October 16, 2019",2019,2019,,The Simpsons Movie,False,,The Simpsons Movie,,Movie,Movies,1,,1.466666667,88,1,1,
10/10/2019,"October 10, 2019",2019,2019,,The Iron Giant,False,,The Iron Giant,,Movie,Movies,1,,1.5,90,1,1,
11/21/2021,"November 21, 2021",2021,2021,Wir sind die Neuen,Wir sind die Neuen,False,,Wir sind die Neuen,,Movie,Movies,1,,1.516666667,91,1,1,
11/30/2019,"November 30, 2019",2019,2019,,Ich bin dann mal weg,False,,Ich bin dann mal weg,,Movie,Movies,1,,1.533333333,92,1,1,
10/2/2019,"October 2, 2019",2019,2019,,The Dark Crystal,False,,The Dark Crystal,,Movie,Movies,1,,1.55,93,1,1,
3/1/2020,"March 1, 2020",2020,2020,Silent Hill: Revelation,Silent Hill: Revelation,False,,Silent Hill: Revelation,,Movie,Movies,1,,1.566666667,94,1,1,
4/5/2020,"April 5, 2020",2020,2020,GANTZ:O,GANTZ:O,False,,GANTZ:O,,Movie,Movies,1,,1.583333333,95,1,1,
10/14/2019,"October 14, 2019",2019,2019,,The Dark Tower,False,,The Dark Tower,,Movie,Movies,1,,1.583333333,95,1,1,
6/23/2019,"June 23, 2019",2019,2019,,Murder Mystery,False,,Murder Mystery,,Movie,Movies,1,,1.616666667,97,1,1,
12/16/2019,"December 16, 2019",2019,2019,,Kung Fu Hustle,False,,Kung Fu Hustle,,Movie,Movies,1,,1.65,99,1,1,
12/17/2021,"December 17, 2021",2021,2021,Always Be My Maybe,Always Be My Maybe,False,,Always Be My Maybe,,Movie,Movies,1,,1.683333333,101,1,1,
10/11/2019,"October 11, 2019",2019,2019,,Bad Moms,False,,Bad Moms,,Movie,Movies,1,,1.683333333,101,1,1,
3/1/2021,"March 1, 2021",2021,2021,John Wick,John Wick,False,,John Wick,,Movie,Movies,1,,1.683333333,101,1,1,
12/28/2019,"December 28, 2019",2019,2019,,Focus,False,,Focus,,Movie,Movies,1,,1.733333333,104,1,1,
5/15/2022,"May 15, 2022",2022,2022,Focus,Focus,False,,Focus,,Movie,Movies,1,,1.75,105,1,1,
8/26/2021,"August 26, 2021",2021,2021,Fright Night,Fright Night,False,,Fright Night,,Movie,Movies,1,,1.766666667,106,1,1,
3/12/2022,"March 12, 2022",2022,2022,,The Adam Project,False,,The Adam Project,,Movie,Movies,1,,1.766666667,106,1,1,
11/21/2020,"November 21, 2020",2020,2020,The Witches,The Witches,False,,The Witches,,Movie,Movies,1,,1.766666667,106,1,1,
1/22/2021,"January 22, 2021",2021,2021,This Is the End,This Is the End,False,,This Is the End,,Movie,Movies,1,,1.766666667,106,1,1,
4/11/2021,"April 11, 2021",2021,2021,Thunder Force,Thunder Force,False,,Thunder Force,,Movie,Movies,1,,1.783333333,107,1,1,
4/22/2021,"April 22, 2021",2021,2021,Love and Monsters,Love and Monsters,False,,Love and Monsters,,Movie,Movies,1,,1.816666667,109,1,1,
10/16/2019,"October 16, 2019",2019,2019,,The World's End,False,,The World's End,,Movie,Movies,1,,1.816666667,109,1,1,
12/15/2019,"December 15, 2019",2019,2019,,Wanted,False,,Wanted,,Movie,Movies,1,,1.833333333,110,1,1,
6/25/2021,"June 25, 2021",2021,2021,Pitch Perfect,Pitch Perfect,False,,Pitch Perfect,,Movie,Movies,1,,1.85,111,1,1,
9/23/2021,"September 23, 2021",2021,2021,Schumacher,Schumacher,False,,Schumacher,,Movie,Movies,1,,1.866666667,112,1,1,
6/28/2019,"June 28, 2019",2019,2019,,Shaft,False,,Shaft,,Movie,Movies,1,,1.866666667,112,1,1,
6/26/2022,"June 26, 2022",2022,2022,,The Man from Toronto,False,,The Man from Toronto,,Movie,Movies,1,,1.866666667,112,1,1,
12/19/2021,"December 19, 2021",2021,2021,The Unforgivable,The Unforgivable,False,,The Unforgivable,,Movie,Movies,1,,1.866666667,112,1,1,
9/6/2022,"September 6, 2022",2022,2022,,Day Shift,False,,Day Shift,,Movie,Movies,1,,1.883333333,113,1,1,
2/20/2020,"February 20, 2020",2020,2020,Isi & Ossi,Isi & Ossi,False,,Isi & Ossi,,Movie,Movies,1,,1.883333333,113,1,1,
10/13/2019,"October 13, 2019",2019,2019,,Kick-Ass 2,False,,Kick-Ass 2,,Movie,Movies,1,,1.883333333,113,1,1,
9/18/2020,"September 18, 2020",2020,2020,Project Power,Project Power,False,,Project Power,,Movie,Movies,1,,1.883333333,113,1,1,
6/25/2021,"June 25, 2021",2021,2021,Pitch Perfect 2,Pitch Perfect 2,False,,Pitch Perfect 2,,Movie,Movies,1,,1.9,114,1,1,
7/24/2021,"July 24, 2021",2021,2021,The Mitchells vs. The Machines,The Mitchells vs. The Machines,False,,The Mitchells vs. The Machines,,Movie,Movies,1,,1.9,114,1,1,
2/27/2022,"February 27, 2022",2022,2022,,The Tinder Swindler,False,,The Tinder Swindler,,Movie,Movies,1,,1.9,114,1,1,
3/5/2021,"March 5, 2021",2021,2021,Ted 2,Ted 2,False,,Ted 2,,Movie,Movies,1,,1.916666667,115,1,1,
11/14/2021,"November 14, 2021",2021,2021,Red Notice,Red Notice,False,,Red Notice,,Movie,Movies,1,,1.933333333,116,1,1,
3/12/2021,"March 12, 2021",2021,2021,,The Nice Guys,False,,The Nice Guys,,Movie,Movies,1,,1.933333333,116,1,1,
8/30/2020,"August 30, 2020",2020,2020,Extraction,Extraction,False,,Extraction,,Movie,Movies,1,,1.95,117,1,1,
5/15/2022,"May 15, 2022",2022,2022,"Crazy, Stupid, Love.","Crazy, Stupid, Love.",False,,"Crazy, Stupid, Love.",,Movie,Movies,1,,1.966666667,118,1,1,
4/10/2021,"April 10, 2021",2021,2021,Deadpool 2,Deadpool 2,False,,Deadpool 2,,Movie,Movies,1,,1.983333333,119,1,1,
12/3/2022,"December 3, 2022",2022,2022,,Slumberland,False,,Slumberland,,Movie,Movies,1,,2,120,1,1,
9/25/2020,"September 25, 2020",2020,2020,The Equalizer 2,The Equalizer 2,False,,The Equalizer 2,,Movie,Movies,1,,2,120,1,1,
12/16/2021,"December 16, 2021",2021,2021,Baywatch,Baywatch,False,,Baywatch,,Movie,Movies,1,,2.016666667,121,1,1,
4/18/2022,"April 18, 2022",2022,2022,Fack ju Göhte 3,Fack ju Göhte 3,False,,Fack ju Göhte 3,,Movie,Movies,1,,2.016666667,121,1,1,
11/21/2021,"November 21, 2021",2021,2021,The Equalizer 2,The Equalizer 2,False,,The Equalizer 2,,Movie,Movies,1,,2.016666667,121,1,1,
10/19/2020,"October 19, 2020",2020,2020,Point Break,Point Break,False,,Point Break,,Movie,Movies,1,,2.033333333,122,1,1,
1/8/2022,"January 8, 2022",2022,2022,Seven,Seven,False,,Seven,,Movie,Movies,1,,2.033333333,122,1,1,
9/26/2020,"September 26, 2020",2020,2020,Enola Holmes,Enola Holmes,False,,Enola Holmes,,Movie,Movies,1,,2.05,123,1,1,
7/19/2020,"July 19, 2020",2020,2020,Eurovision Song Contest: The Story of Fire Saga,Eurovision Song Contest: The Story of Fire Saga,False,,Eurovision Song Contest: The Story of Fire Saga,,Movie,Movies,1,,2.05,123,1,1,
3/2/2021,"March 2, 2021",2021,2021,John Wick: Chapter 2,John Wick: Chapter 2,False,,John Wick:  Chapter 2,,Movie,Movies,1,,2.05,123,1,1,
4/7/2022,"April 7, 2022",2022,2022,The Bubble,The Bubble,False,,The Bubble,,Movie,Movies,1,,2.066666667,124,1,1,
4/23/2021,"April 23, 2021",2021,2021,Spirited Away,Spirited Away,False,,Spirited Away,,Movie,Movies,1,,2.083333333,125,1,1,
7/29/2020,"July 29, 2020",2020,2020,The Old Guard,The Old Guard,False,,The Old Guard,,Movie,Movies,1,,2.083333333,125,1,1,
12/21/2019,"December 21, 2019",2019,2019,,Snowpiercer,False,,Snowpiercer,,Movie,Movies,1,,2.1,126,1,1,
11/6/2021,"November 6, 2021",2021,2021,Army of Thieves,Army of Thieves,False,,Army of Thieves,,Movie,Movies,1,,2.116666667,127,1,1,
12/14/2019,"December 14, 2019",2019,2019,,6 Underground,False,,6 Underground,,Movie,Movies,1,,2.133333333,128,1,1,
6/9/2021,"June 9, 2021",2021,2021,Spider-Man: Far from Home,Spider-Man: Far from Home,False,,Spider-Man: Far from Home,,Movie,Movies,1,,2.15,129,1,1,
8/10/2022,"August 10, 2022",2022,2022,,The Gray Man,False,,The Gray Man,,Movie,Movies,1,,2.15,129,1,1,
1/13/2022,"January 13, 2022",2022,2022,Creed II,Creed II,False,,Creed II,,Movie,Movies,1,,2.166666667,130,1,1,
11/18/2022,"November 18, 2022",2022,2022,,Enola Holmes 2,False,,Enola Holmes 2,,Movie,Movies,1,,2.166666667,130,1,1,
9/27/2020,"September 27, 2020",2020,2020,Fantastic Beasts: The Crimes of Grindelwald,Fantastic Beasts: The Crimes of Grindelwald,False,,Fantastic Beasts: The Crimes of Grindelwald,,Movie,Movies,1,,2.216666667,133,1,1,
7/25/2019,"July 25, 2019",2019,2019,,Spider-Man: Homecoming,False,,Spider-Man: Homecoming,,Movie,Movies,1,,2.216666667,133,1,1,
7/25/2021,"July 25, 2021",2021,2021,The Magnificent Seven,The Magnificent Seven,False,,The Magnificent Seven,,Movie,Movies,1,,2.216666667,133,1,1,
5/1/2021,"May 1, 2021",2021,2021,Princess Mononoke,Princess Mononoke,False,,Princess Mononoke,,Movie,Movies,1,,2.233333333,134,1,1,
12/28/2020,"December 28, 2020",2020,2020,Love Actually,Love Actually,False,,Love Actually,,Movie,Movies,1,,2.25,135,1,1,
1/9/2022,"January 9, 2022",2022,2022,Fight Club,Fight Club,False,,Fight Club,,Movie,Movies,1,,2.316666667,139,1,1,
12/29/2021,"December 29, 2021",2021,2021,Don't Look Up,Don't Look Up,False,,Don't Look Up,,Movie,Movies,1,,2.416666667,145,1,1,
4/30/2021,"April 30, 2021",2021,2021,My Neighbor Totoro,My Neighbor Totoro,False,,My Neighbor Totoro,,Movie,Movies,1,,2.45,147,1,1,
5/21/2021,"May 21, 2021",2021,2021,Army of the Dead,Army of the Dead,False,,Army of the Dead,,Movie,Movies,1,,2.466666667,148,1,1,
5/22/2022,"May 22, 2022",2022,2022,A Time to Kill,A Time to Kill,False,,A Time to Kill,,Movie,Movies,1,,2.483333333,149,1,1,
11/20/2022,"November 20, 2022",2022,2022,,The School for Good and Evil,False,,The School for Good and Evil,,Movie,Movies,1,,2.483333333,149,1,1,
4/9/2022,"April 9, 2022",2022,2022,8MM,8MM,False,,8MM,,Movie,Movies,1,,2.5,150,1,1,
5/14/2021,"May 14, 2021",2021,2021,It Chapter Two,It Chapter Two,False,,It Chapter Two,,Movie,Movies,1,,2.816666667,169,1,1,
12/1/2020,"December 1, 2020",2020,2020,Interstellar,Interstellar,False,,Interstellar,,Movie,Movies,1,,2.983333333,179,1,1,
11/27/2020,"November 27, 2020",2020,2020,El Camino: A Breaking Bad Movie,El Camino: A Breaking Bad Movie,False,A Breaking Bad Movie,El Camino: A Breaking Bad Movie,El Camino: A Breaking Bad MovieA Breaking Bad Movie,Movie,Movies,1,,2.033333333,122,1,1,
7/3/2022,"July 3, 2022",2022,2022,Chapter Eight: Papa,Stranger Things: Stranger Things 4: Chapter Eight: Papa,True,,Stranger Things,,Series,Series,1,,1.416666667,85,,1,1
12/8/2019,"December 8, 2019",2019,2019,,Zombieland,True,,Zombieland,,Series,Series,1,,1.45,87,,1,1
7/4/2022,"July 4, 2022",2022,2022,Chapter Nine: The Piggyback,Stranger Things: Stranger Things 4: Chapter Nine: The Piggyback,True,,Stranger Things,,Series,Series,1,,2.5,150,,1,1
6/19/2021,"June 19, 2021",2021,2021,Chapter 8,Lupin: Part 2: Chapter 8,True, Part 2,Lupin,Lupin Part 2,Series,Series,1,,0.666666667,40,,1,1
6/18/2021,"June 18, 2021",2021,2021,Chapter 6,Lupin: Part 2: Chapter 6,True, Part 2,Lupin,Lupin Part 2,Series,Series,1,,0.7,42,,1,1
6/19/2021,"June 19, 2021",2021,2021,Chapter 7,Lupin: Part 2: Chapter 7,True, Part 2,Lupin,Lupin Part 2,Series,Series,1,,0.716666667,43,,1,1
6/19/2021,"June 19, 2021",2021,2021,Chapter 9,Lupin: Part 2: Chapter 9,True, Part 2,Lupin,Lupin Part 2,Series,Series,1,,0.783333333,47,,1,1
6/19/2021,"June 19, 2021",2021,2021,Chapter 10,Lupin: Part 2: Chapter 10,True, Part 2,Lupin,Lupin Part 2,Series,Series,1,,0.833333333,50,,1,1
5/13/2021,"May 13, 2021",2021,2021,Pilot,Brooklyn Nine-Nine: Season 1: Pilot,True, Season 1,Brooklyn Nine-Nine,Brooklyn Nine-Nine Season 1,Series,Series,1,,0.35,21,,1,1
5/13/2021,"May 13, 2021",2021,2021,The Tagger,Brooklyn Nine-Nine: Season 1: The Tagger,True, Season 1,Brooklyn Nine-Nine,Brooklyn Nine-Nine Season 1,Series,Series,1,,0.35,21,,1,1
5/14/2021,"May 14, 2021",2021,2021,The Slump,Brooklyn Nine-Nine: Season 1: The Slump,True, Season 1,Brooklyn Nine-Nine,Brooklyn Nine-Nine Season 1,Series,Series,1,,0.35,21,,1,1
5/16/2021,"May 16, 2021",2021,2021,M.E. Time,Brooklyn Nine-Nine: Season 1: M.E. Time,True, Season 1,Brooklyn Nine-Nine,Brooklyn Nine-Nine Season 1,Series,Series,1,,0.35,21,,1,1
5/16/2021,"May 16, 2021",2021,2021,The Vulture,Brooklyn Nine-Nine: Season 1: The Vulture,True, Season 1,Brooklyn Nine-Nine,Brooklyn Nine-Nine Season 1,Series,Series,1,,0.35,21,,1,1
5/17/2021,"May 17, 2021",2021,2021,Halloween,Brooklyn Nine-Nine: Season 1: Halloween,True, Season 1,Brooklyn Nine-Nine,Brooklyn Nine-Nine Season 1,Series,Series,1,,0.35,21,,1,1
5/18/2021,"May 18, 2021",2021,2021,48 Hours,Brooklyn Nine-Nine: Season 1: 48 Hours,True, Season 1,Brooklyn Nine-Nine,Brooklyn Nine-Nine Season 1,Series,Series,1,,0.35,21,,1,1
5/19/2021,"May 19, 2021",2021,2021,Old School,Brooklyn Nine-Nine: Season 1: Old School,True, Season 1,Brooklyn Nine-Nine,Brooklyn Nine-Nine Season 1,Series,Series,1,,0.35,21,,1,1
5/20/2021,"May 20, 2021",2021,2021,Christmas,Brooklyn Nine-Nine: Season 1: Christmas,True, Season 1,Brooklyn Nine-Nine,Brooklyn Nine-Nine Season 1,Series,Series,1,,0.35,21,,1,1
5/20/2021,"May 20, 2021",2021,2021,Sal's Pizza,Brooklyn Nine-Nine: Season 1: Sal's Pizza,True, Season 1,Brooklyn Nine-Nine,Brooklyn Nine-Nine Season 1,Series,Series,1,,0.35,21,,1,1
5/20/2021,"May 20, 2021",2021,2021,Thanksgiving,Brooklyn Nine-Nine: Season 1: Thanksgiving,True, Season 1,Brooklyn Nine-Nine,Brooklyn Nine-Nine Season 1,Series,Series,1,,0.35,21,,1,1
5/21/2021,"May 21, 2021",2021,2021,Pontiac Bandit,Brooklyn Nine-Nine: Season 1: Pontiac Bandit,True, Season 1,Brooklyn Nine-Nine,Brooklyn Nine-Nine Season 1,Series,Series,1,,0.35,21,,1,1
5/21/2021,"May 21, 2021",2021,2021,The Bet,Brooklyn Nine-Nine: Season 1: The Bet,True, Season 1,Brooklyn Nine-Nine,Brooklyn Nine-Nine Season 1,Series,Series,1,,0.35,21,,1,1
5/21/2021,"May 21, 2021",2021,2021,The Ebony Falcon,Brooklyn Nine-Nine: Season 1: The Ebony Falcon,True, Season 1,Brooklyn Nine-Nine,Brooklyn Nine-Nine Season 1,Series,Series,1,,0.35,21,,1,1
5/22/2021,"May 22, 2021",2021,2021,Operation: Broken Feather,Brooklyn Nine-Nine: Season 1: Operation: Broken Feather,True, Season 1,Brooklyn Nine-Nine,Brooklyn Nine-Nine Season 1,Series,Series,1,,0.35,21,,1,1
5/22/2021,"May 22, 2021",2021,2021,The Party,Brooklyn Nine-Nine: Season 1: The Party,True, Season 1,Brooklyn Nine-Nine,Brooklyn Nine-Nine Season 1,Series,Series,1,,0.35,21,,1,1
5/23/2021,"May 23, 2021",2021,2021,The Apartment,Brooklyn Nine-Nine: Season 1: The Apartment,True, Season 1,Brooklyn Nine-Nine,Brooklyn Nine-Nine Season 1,Series,Series,1,,0.35,21,,1,1
5/24/2021,"May 24, 2021",2021,2021,Fancy Brudgom,Brooklyn Nine-Nine: Season 1: Fancy Brudgom,True, Season 1,Brooklyn Nine-Nine,Brooklyn Nine-Nine Season 1,Series,Series,1,,0.35,21,,1,1
5/24/2021,"May 24, 2021",2021,2021,Full Boyle,Brooklyn Nine-Nine: Season 1: Full Boyle,True, Season 1,Brooklyn Nine-Nine,Brooklyn Nine-Nine Season 1,Series,Series,1,,0.35,21,,1,1
5/24/2021,"May 24, 2021",2021,2021,Tactical Village,Brooklyn Nine-Nine: Season 1: Tactical Village,True, Season 1,Brooklyn Nine-Nine,Brooklyn Nine-Nine Season 1,Series,Series,1,,0.35,21,,1,1
